"","Progress","Duration..in.seconds.","ResponseId","consent","condition","control_events","control_interesting","grat_list","grat_letter","grat_text","grat_hk_list","grat_sing_sub","grat_god_letter","meals_attention","attention_check","goal_check","hypothesis_check","intervention_check","intervention_check_2","intervention_check_3","ai","copy_paste","copy_paste_yes","feedback","lab"
"70",100,1409,"R_6y3hMwgEg0h2Ewp",1,"sub","","","","","","","I am thankful for my apartment, having food in my belly, having family members that love and respect me, having friends that care about me, and for the love of God over/in my life. 

I don't know what I would do if I didn't have my family in my life. Life would definitely not be the same. It would lose meaning for me in many regards.","",4,5,"don't know","don't know",2,"",1,2,2,"","","USA_02c"
"71",100,1400,"R_5vyHRlNdbHrQUQp",1,"sub","","","","","","","One thing that I am grateful for is my girlfriend, she is always for me when I need her and is open to hearing me talk about what is bothering me or what I got in mind which is something that I was never used to. I always felt like I could handle everything on my own, however now I still think I can, but I don't have to anymore cause I have her. I don't know what I would do without her, she is my best friend so if she wasn't present in my life I would be losing a big part of me.","",4,5,"How we see our relationships and how they affect us.","How our emotions are affected differently by those around us.",1,"Yes, it makes me realize what I am grateful for.",1,2,2,"","No, this was great.","USA_02c"
"72",100,1442,"R_5VDYOeFmjdqs8NM",1,"text","","","","","Dear Popop,    My life as I know it today would not be the same without you and your direction. All those summers spent with you instilled in me the work ethic I have today. Working on endless tasks under the summer heat under your tutelage has made me a better and more handy man, while at the same time showing me I did not want to spend the rest of my life working outside like you did. While at the time I hated that work it made me a better person and I am not afraid of that work anymore, if anything I welcome it.","","","",4,5,"I think this study is about how religion, family, and friends affect ones life.","That each person will have someone in there life that has affected them positively whether that be a friend, family or god.",2,"",3,2,2,"","No, i enjoyed this study very much!","USA_02c"
"73",100,1340,"R_7Rx6pSEklWyFimC",1,"list","","","My morning walks: This past week, I'm grateful for the peaceful morning walks I've been able to take. It's a time for solitude and reflection, setting a positive tone for the rest of the day.

Family dinner: One evening, we managed to gather the whole family for dinner, which doesn't happen often due to everyone's busy schedules. I cherish these moments of togetherness and conversation.

Supportive colleagues: There was a challenging project at work, but my colleagues rallied around, offering help and encouragement. Their support made the task much more manageable.

Creative outlet: I've been exploring a new hobby in painting, and this week, I found some time to indulge in it. Being able to express myself artistically has been incredibly fulfilling.

Random acts of kindness: From a stranger holding the door open to someone offering a genuine compliment, I've encountered several instances of kindness this week. These small gestures remind me of the goodness in people and uplift my spirits.","","","","","",4,5,"The importance of families in the lives of the participants.","",1,"yes",1,2,2,"","","USA_02c"
"74",100,1516,"R_3N4FbsKGT7GVMVY",1,"hk.list","","","","","","I am grateful for breath of life. I am thankful for my family. Grateful for being here in my right to live out my purpose in this world.","","",4,5,"This study was about visual perception","Not sure",1,"not sure",1,2,2,"","no","USA_02c"
"75",100,1507,"R_1DvdLnASoSwSHTc",1,"sub","","","","","","","I am grateful for my loving family and close-knit group of supportive friends. Without them, I would be alone and possibly living in a shelter or even living on the streets.","",4,4,"People's perceptions of themselves and their lives.","How people's beliefs effect their decisions.",1,"Yes",1,2,2,"","","USA_02c"
"76",100,1501,"R_5K9W8umFayIYCMt",1,"measure","","","","","","","","",4,5,"No idea","Zero clue",2,"",3,2,2,"","","USA_02c"
"77",100,1502,"R_3mVPlVmeGYW65q4",1,"events","I have stomach issues, and had a particularly bad flare last night. I saw my new monthly payment for my student loans and that was not especially fun. I had PT this morning and it reminded me my body is in a much better condition then it was a year ago.","","","","","","","",4,4,"Self Worth in relation to others, interpersonal relationships and societal relationships","There is a high correlation betweens a person's self worth and their interpersonal relationships and their societal relationships",1,"For a short period yes, overall possibly, but I generally am grateful for things in my life.",1,2,2,"","The order of the questions might benefit from readjusting. It is possible the sudden shift of topics was intentional, if not, it can be jarring and may make participants alter their views of the study. For example, if someone had a highly negative view of religion and God. Throwing those wuestions in their with little to no transition may put them off the the rest of the study. SOmetimes even putting in headers with a transitional phrase is all it takes to combat this. (I used to work in survey research).","USA_02c"
"78",100,1324,"R_75ZpIdHrVZWpeJO",1,"sub","","","","","","","I am thankful for being a mom, having food, having a place to stay, still being alive, and being Black. Being mom if I didn't have my daughter in my life I would lonely and. She gives me a reason to live and enjoy life.","",4,5,"seeing how we feel about certain things and siutations","individuals personalities",2,"",2,2,2,"","","USA_02c"
"79",100,798,"R_7awARKkd41hacwn",1,"list","","","1: I am grateful for my loving wife, who is my soulmate
2: I am grateful for my extended family, whom I recently had the pleasure of going on vacation with.
3: I am grateful for living in a society that values freedom of speech, religion, and for the most part judges people on merit.
4: I am grateful for having enough food and shelter to live comfortably.
5: I am grateful for modern medicine.","","","","","",4,5,"Human Perceptions","I think the study was testing visual perception and pychological perceptions",2,"",1,2,2,"","","USA_02c"
"80",100,806,"R_3RqKcmUAorbvc5m",1,"letter","","","","Thank you Dad for all the ways that you prioritized creating a happy childhood for me over yourself. There are so many small sacrifices you've made that I can only appreciate as an adult. You would wake up at 5am on your day off to drive me to a soccer game across the state. You would be overly serious about small school assignments to make me take every part of my education seriously. You encouraged me in expensive interests so that I would grow into the well rounded person I am today. Thank you.","","","","",4,5,"Not sure, but it was interesting!","Something about feelings of gratitude being paid forward.",2,"",1,2,2,"","No everything was clear and easy to follow.","USA_02c"
"81",100,1343,"R_6dLlfSduggg3LWs",1,"list","","","I am grateful for being a healthy active person. 
I am thankful for having a wonderful support system that I can relay on
I am thankful for my animals since they love me unconditionally 
I am grateful for having amazing friends and family
I am grateful for being able to surrounded my self in nature and just relax when i like","","","","","",4,5,"to see how people feel about being what they are thankful for and if they belive in god or not","I honestly do not know what you were testing in this study",2,"",3,2,2,"","none","USA_02c"
"82",100,1701,"R_3CltAIKf7VsvXjZ",1,"text","","","","","Hey...thanks for all the help! Couldn't have made it this month without you!

This person is my friend and will know I mean it despite the brevity of the message.","","","",4,4,"Determining people's general feelings?","Whether people's attitudes about the world reflect their attitudes about themselves",2,"",2,2,2,"","","USA_02c"
"83",100,1576,"R_6snqTexNNZcvCCo",1,"god.letter","","","","","","","","Virgen Guadalupe, she is the Virgin Mary in Catholicism who appeared in visions for Saint Juan Diego. Considered a national symbol amongst the Mexican community.

Virgen Guadalupe,

Thank you for the protection and healing you have provided my family. You had given my mother the hope she needed to overcome her illness. You have also given me the will to continue in life and not dwell in the darkest pits of overwhelming sadness. You even brought my husband to my life who needed hope to believe he would not walk this earth alone. 

Thank you for your continued blessings",4,4,"If I am religious and how it may affect familial relationships","How does religion affect ones empathy towards family relationships",2,"",3,2,2,"","Thank you for the opportunity!","USA_02c"
